Date,SST
2007-08-07,28.722132
2007-08-08,28.699419
2007-08-09,28.754524
2007-08-10,28.76399
2007-08-11,28.706766
2007-08-12,28.650183
2007-08-13,28.618673
2007-08-14,28.624847
2007-08-15,28.688581
2007-08-16,28.749678
2007-08-17,28.69144
2007-08-18,28.59894
2007-08-19,28.593227
2007-08-20,28.629581
2007-08-21,28.660635
2007-08-22,28.66932
2007-08-23,28.72173
2007-08-24,28.759087
2007-08-25,28.713665
2007-08-26,28.629354
2007-08-27,28.60107
2007-08-28,28.66842
2007-08-29,28.747896
2007-08-30,28.839993
2007-08-31,28.820925
2007-09-01,28.862959
2007-09-02,28.843733
2007-09-03,28.803005
2007-09-04,28.761667
2007-09-05,28.73374
2007-09-06,28.717209
2007-09-07,28.7281
2007-09-08,28.795183
2007-09-09,28.865088
2007-09-10,28.878368
2007-09-11,28.915129
2007-09-12,28.925037
2007-09-13,28.876951
2007-09-14,28.881756
2007-09-15,28.958881
2007-09-16,29.01001
2007-09-17,29.076147
2007-09-18,29.02109
2007-09-19,28.961868
2007-09-20,28.910624
2007-09-21,28.870764
2007-09-22,28.796059
2007-09-23,28.69893
2007-09-24,28.680042
2007-09-25,28.734472
2007-09-26,28.843086
2007-09-27,28.821943
2007-09-28,28.75322
2007-09-29,28.734104
2007-09-30,28.764818
2007-10-01,28.804314
2007-10-02,28.975117
2007-10-03,28.996655
2007-10-04,29.012466
2007-10-05,29.097376
2007-10-06,29.010702
2007-10-07,28.957487
2007-10-08,28.915272
2007-10-09,28.968163
2007-10-10,29.045256
2007-10-11,29.142288
2007-10-12,29.123602
2007-10-13,29.102274
2007-10-14,28.986767
2007-10-15,28.895233
2007-10-16,28.871874
2007-10-17,28.809097
2007-10-18,28.885418
2007-10-19,29.039461
2007-10-20,29.090305
2007-10-21,29.049868
2007-10-22,29.02347
2007-10-23,29.008432
2007-10-24,29.018703
2007-10-25,28.983252
2007-10-26,28.954819
2007-10-27,28.913485
2007-10-28,28.932371
2007-10-29,28.886856
2007-10-30,28.882717
2007-10-31,28.982683
2007-11-01,28.996973
2007-11-02,28.985382
2007-11-03,28.963276
2007-11-04,29.002394
2007-11-05,28.973427
2007-11-06,28.93678
2007-11-07,28.891384
2007-11-08,28.84444
2007-11-09,28.89643
2007-11-10,28.846003
2007-11-11,28.784084
2007-11-12,28.729595
2007-11-13,28.583763
2007-11-14,28.464445
2007-11-15,28.444098
2007-11-16,28.460205
2007-11-17,28.376276
2007-11-18,28.293106
2007-11-19,28.238049
2007-11-20,28.127851
2007-11-21,28.029737
2007-11-22,27.930407
2007-11-23,27.870705
2007-11-24,27.838814
2007-11-25,27.84321
2007-11-26,27.809372
2007-11-27,27.741016
2007-11-28,27.659517
2007-11-29,27.548332
2007-11-30,27.482666
2007-12-01,27.416517
2007-12-02,27.328283
2007-12-03,27.25292
2007-12-04,27.1708
2007-12-05,27.121553
2007-12-06,27.060568
2007-12-07,27.001938
2007-12-08,26.906197
2007-12-09,26.82764
2007-12-10,26.744204
2007-12-11,26.651459
2007-12-12,26.578041
2007-12-13,26.529078
2007-12-14,26.507868
2007-12-15,26.495457
2007-12-16,26.493908
2007-12-17,26.437708
2007-12-18,26.339722
2007-12-19,26.286694
2007-12-20,26.229866
