Date,HeatFlux
2015-12-01,-362815.4
2015-12-08,-344200.8
2015-12-15,-336623.2
2015-12-22,-511886.7
2015-12-29,-462428.38
2016-01-01,-527961.6
2016-01-08,-460927.2
2016-01-15,-355876.88
2016-01-22,-363743.66
2016-01-29,-437540.7
2016-02-01,-449799.28
2016-02-08,-562102.2
2016-02-15,-444820.22
2016-02-22,-523973.2
2016-02-29,-454658.72
2016-03-01,-432995.4
2016-03-08,-371751.34
2016-03-15,-350751.44
2016-03-22,-398452.28
2016-03-29,-426087.25
2016-04-01,-380279.97
2016-04-08,-345355.34
2016-04-15,-371265.28
2016-04-22,-386264.84
2016-04-29,-365874.62
2016-05-01,-333895.22
2016-05-08,-354574.7
2016-05-15,-583044.2
2016-05-22,-572612.8
2016-05-29,-597569.2
2016-06-01,-595799.75
2016-06-08,-479735.47
2016-06-15,-693789.25
2016-06-22,-558683.06
2016-06-29,-456513.9
2016-07-01,-412745.78
2016-07-08,-517163.0
2016-07-15,-522773.56
2016-07-22,-508266.88
2016-07-29,-563893.0
2016-08-01,-600950.5
2016-08-08,-468591.56
2016-08-15,-561070.3
2016-08-22,-523596.62
2016-08-29,-511866.34
2016-09-01,-344384.7
2016-09-08,-444980.6
2016-09-15,-477473.72
2016-09-22,-475888.38
2016-09-29,-531427.7
2016-10-01,-448970.9
2016-10-08,-429850.8
2016-10-15,-509594.1
2016-10-22,-457316.03
2016-10-29,-372725.1
2016-11-01,-409923.03
2016-11-08,-323298.3
2016-11-15,-384647.88
2016-11-22,-345745.2
2016-11-29,-602620.06
2016-12-01,-404121.03
2016-12-08,-538133.56
2016-12-15,-355879.53
2016-12-22,-431227.4
2016-12-29,-414502.7
2017-01-01,-441870.84
2017-01-08,-482346.75
2017-01-15,-467928.34
2017-01-22,-398567.44
2017-01-29,-394916.56
2017-02-01,-480992.6
2017-02-08,-446958.84
2017-02-15,-497570.75
2017-02-22,-341088.97
2017-03-01,-388367.72
2017-03-08,-344449.78
2017-03-15,-435875.44
2017-03-22,-533245.44
2017-03-29,-347752.8
2017-04-01,-349094.5
2017-04-08,-362777.6
2017-04-15,-454090.5
2017-04-22,-331007.12
2017-04-29,-321480.84
2017-05-01,-311236.2
2017-05-08,-325838.06
2017-05-15,-539995.94
2017-05-22,-563389.6
2017-05-29,-583906.6
2017-06-01,-490116.06
2017-06-08,-529993.0
2017-06-15,-346726.38
2017-06-22,-495824.3
2017-06-29,-391850.97
2017-07-01,-411672.72
2017-07-08,-543186.0
2017-07-15,-535277.8
2017-07-22,-383944.22
2017-07-29,-480813.78
2017-08-01,-475611.7
2017-08-08,-399077.8
2017-08-15,-494083.44
2017-08-22,-402852.72
2017-08-29,-348022.5
2017-09-01,-416289.9
2017-09-08,-453554.1
2017-09-15,-519526.28
2017-09-22,-445226.0
2017-09-29,-379342.0
2017-10-01,-355116.38
2017-10-08,-433888.0
2017-10-15,-498056.25
2017-10-22,-350651.72
2017-10-29,-352417.94
2017-11-01,-459013.47
2017-11-08,-449657.53
2017-11-15,-341775.0
2017-11-22,-370967.28
2017-11-29,-480252.94
2017-12-01,-487495.0
2017-12-08,-315328.97
2017-12-15,-360138.78
2017-12-22,-536537.44
2017-12-29,-377385.62
2018-01-01,-403881.53
2018-01-08,-365819.75
2018-01-15,-447222.66
2018-01-22,-356923.5
2018-01-29,-346685.28
2018-02-01,-361707.88
2018-02-08,-487480.22
2018-02-15,-412923.75
2018-02-22,-350584.47
2018-03-01,-401729.75
2018-03-08,-396261.44
2018-03-15,-374019.0
2018-03-22,-526665.44
2018-03-29,-337504.03
2018-04-01,-412201.66
2018-04-08,-408089.72
2018-04-15,-341465.5
2018-04-22,-373491.22
2018-04-29,-408104.72
2018-05-01,-393756.53
2018-05-08,-343096.56
2018-05-15,-353545.34
2018-05-22,-442000.53
2018-05-29,-495342.28
2018-06-01,-426091.94
2018-06-08,-607939.94
2018-06-15,-481928.9
2018-06-22,-472282.25
2018-06-29,-426783.6
2018-07-01,-415647.38
2018-07-08,-612447.0
2018-07-15,-509345.38
2018-07-22,-432748.22
2018-07-29,-552545.7
2018-08-01,-476466.53
2018-08-08,-469503.94
2018-08-15,-382769.9
2018-08-22,-467081.2
2018-08-29,-377601.28
2018-09-01,-397628.06
2018-09-08,-422300.78
2018-09-15,-517849.75
2018-09-22,-337541.3
2018-09-29,-343999.22
2018-10-01,-413479.28
2018-10-08,-385014.3
2018-10-15,-301693.03
2018-10-22,-369346.3
2018-10-29,-385820.53
2018-11-01,-398707.4
2018-11-08,-393648.1
2018-11-15,-339663.97
2018-11-22,-314919.0
2018-11-29,-352002.7
2018-12-01,-363952.7
2018-12-08,-382805.34
2018-12-15,-470898.06
2018-12-22,-328742.3
2018-12-29,-494069.38
2019-01-01,-441030.62
2019-01-08,-310920.56
2019-01-15,-381600.75
2019-01-22,-461939.97
2019-01-29,-540664.4
2019-02-01,-372419.66
2019-02-08,-334350.06
2019-02-15,-359550.28
2019-02-22,-505509.03
2019-03-01,-386656.9
2019-03-08,-406199.78
2019-03-15,-392102.44
2019-03-22,-384803.03
2019-03-29,-351212.06
2019-04-01,-330061.22
2019-04-08,-369555.8
2019-04-15,-347359.28
2019-04-22,-374981.47
2019-04-29,-546642.3
2019-05-01,-454114.6
2019-05-08,-487252.72
2019-05-15,-433582.75
2019-05-22,-382871.72
2019-05-29,-462337.6
2019-06-01,-436284.8
2019-06-08,-548730.0
2019-06-15,-436383.2
2019-06-22,-549484.25
2019-06-29,-530325.8
2019-07-01,-538009.06
2019-07-08,-418127.6
2019-07-15,-453677.5
2019-07-22,-450425.16
2019-07-29,-503962.8
2019-08-01,-587026.75
2019-08-08,-532271.0
2019-08-15,-469634.06
2019-08-22,-524325.9
2019-08-29,-512044.0
2019-09-01,-468816.97
2019-09-08,-417275.34
2019-09-15,-561077.9
2019-09-22,-437367.97
2019-09-29,-337236.62
2019-10-01,-312393.4
2019-10-08,-349465.7
2019-10-15,-382828.4
2019-10-22,-331046.3
2019-10-29,-376023.8
2019-11-01,-341328.94
2019-11-08,-356215.03
2019-11-15,-310398.0
2019-11-22,-326139.12
2019-11-29,-335921.62
2019-12-01,-318487.38
2019-12-08,-370942.0
2019-12-15,-404964.56
2019-12-22,-336064.97
2019-12-29,-437336.3
2020-01-01,-388994.72
2020-01-08,-476212.7
2020-01-15,-418315.12
2020-01-22,-404163.9
2020-01-29,-628079.3
2020-02-01,-505776.12
2020-02-08,-473890.75
2020-02-15,-359612.06
2020-02-22,-533773.7
2020-02-29,-444521.7
2020-03-01,-415982.28
2020-03-08,-465671.56
2020-03-15,-404216.47
2020-03-22,-379023.6
2020-03-29,-333235.75
2020-04-01,-375200.75
2020-04-08,-378793.1
2020-04-15,-326216.16
2020-04-22,-338032.5
2020-04-29,-455710.75
2020-05-01,-472146.6
2020-05-08,-454122.03
2020-05-15,-566730.75
2020-05-22,-461314.06
2020-05-29,-357835.3
2020-06-01,-333922.03
2020-06-08,-476333.5
2020-06-15,-544780.7
2020-06-22,-504665.25
2020-06-29,-492894.66
2020-07-01,-372218.78
2020-07-08,-406985.88
2020-07-15,-434328.2
2020-07-22,-441345.53
2020-07-29,-531435.7
2020-08-01,-553724.7
2020-08-08,-440519.97
2020-08-15,-363182.84
2020-08-22,-375315.3
2020-08-29,-472068.5
2020-09-01,-557278.5
2020-09-08,-562148.25
2020-09-15,-449261.84
2020-09-22,-336587.62
2020-09-29,-481474.03
2020-10-01,-475682.0
2020-10-08,-552268.75
2020-10-15,-406257.06
2020-10-22,-399184.7
2020-10-29,-427087.25
2020-11-01,-375544.06
2020-11-08,-320015.1
2020-11-15,-400928.03
2020-11-22,-439115.75
2020-11-29,-429426.88
2020-12-01,-463397.97
2020-12-08,-400730.94
2020-12-15,-312629.53
2020-12-22,-419439.66
2020-12-29,-341020.34
2021-01-01,-412163.25
2021-01-08,-406618.25
2021-01-15,-427496.9
2021-01-22,-496325.0
2021-01-29,-384935.6
2021-02-01,-484620.06
2021-02-08,-404529.22
2021-02-15,-430027.38
2021-02-22,-471143.34
2021-03-01,-478833.0
2021-03-08,-436110.3
2021-03-15,-401406.0
2021-03-22,-361503.34
2021-03-29,-534688.9
2021-04-01,-597076.56
2021-04-08,-388136.03
2021-04-15,-399165.38
2021-04-22,-431394.97
2021-04-29,-326925.47
2021-05-01,-374475.22
2021-05-08,-304363.8
2021-05-15,-379092.75
2021-05-22,-628440.1
2021-05-29,-562849.7
2021-06-01,-467349.4
2021-06-08,-543653.8
2021-06-15,-529981.9
2021-06-22,-623077.06
2021-06-29,-466875.47
2021-07-01,-468903.03
2021-07-08,-615336.75
2021-07-15,-393553.94
2021-07-22,-572672.0
2021-07-29,-507835.44
2021-08-01,-565609.2
2021-08-08,-548077.56
2021-08-15,-529289.1
2021-08-22,-331445.72
2021-08-29,-454347.4
2021-09-01,-517602.47
2021-09-08,-477882.38
2021-09-15,-392909.9
2021-09-22,-463983.56
2021-09-29,-425720.06
2021-10-01,-441319.78
2021-10-08,-471672.56
2021-10-15,-468018.9
2021-10-22,-322277.3
